Date,Daily Mean PM2.5 Concentration,temp,visibility,winddir,windspeed,precip,solarradiation,cloudcover,humidity,Month
2021-06-11,7.2,18.3,16.0,80.6,13.7,0.142,91.6,86.5,63.1,6
2021-06-12,6.8,18.6,16.0,77.8,15.5,0.0,85.0,85.1,73.1,6
2021-06-13,6.5,19.4,16.0,194.4,13.2,0.099,90.4,61.8,69.8,6
2021-06-14,5.0,20.2,15.1,141.0,14.5,5.117,133.5,83.2,78.2,6
2021-06-15,5.4,22.2,15.8,304.4,20.7,0.238,262.5,47.8,67.4,6
2021-06-16,3.9,20.6,16.0,319.9,21.0,0.0,315.1,8.9,47.3,6
2021-06-17,3.7,20.3,16.0,314.6,16.2,0.0,310.4,11.5,35.3,6
2021-06-18,9.7,23.4,16.0,230.0,21.5,0.0,273.1,14.6,41.4,6
2021-06-19,10.3,24.4,15.9,248.1,20.6,2.068,197.1,59.5,63.6,6
2021-06-20,9.7,24.7,16.0,210.4,21.6,0.0,241.5,30.5,64.3,6
2021-06-21,13.5,26.7,15.8,173.0,21.8,0.0,214.6,46.6,71.9,6
2021-06-22,4.6,20.9,15.4,303.8,21.6,4.52,53.8,62.8,76.6,6
2021-06-23,3.8,18.6,16.0,319.7,17.5,0.0,271.4,19.7,50.6,6
2021-06-24,6.2,20.1,16.0,133.1,15.8,0.0,297.1,13.9,55.4,6
2021-06-25,4.6,20.8,16.0,98.5,17.7,0.0,279.8,47.1,65.8,6
2021-06-26,6.8,24.4,15.5,181.3,20.4,0.471,111.3,63.8,77.3,6
2021-06-27,9.3,27.0,15.8,198.9,19.5,0.0,231.8,54.3,71.0,6
2021-06-28,10.0,29.1,16.0,221.7,21.6,0.0,279.6,26.0,63.9,6
