Date,Daily Mean PM2.5 Concentration,temp,visibility,winddir,windspeed,precip,solarradiation,cloudcover,humidity
8/10/2015,4.7,23.9,16,168.7,20,0,305.6,61.5,60.3
8/13/2015,4.4,24.1,16,318.5,16.7,0,316.7,25.7,47.1
8/16/2015,16,28.3,16,295.2,13,0,267.1,28.5,53.3
8/19/2015,6.4,26.8,16,161.6,23.9,0,273.8,55.1,71.2
8/22/2015,4.9,24.3,15.5,5.1,14.2,0,277.1,18.8,45
8/25/2015,13.5,27.2,15.8,216.8,19.5,0,258.4,43.4,54
8/28/2015,4.3,22.4,16,335.7,11,0,292,12.5,50
8/31/2015,18.3,28.2,15.4,254,16,0,178.4,38.7,56
9/3/2015,25.2,28.1,13.4,24.5,12.7,0,235.6,8.7,55.6
9/6/2015,5.7,23.1,16,181.8,17.8,0,273.7,8.5,55.9
9/9/2015,7.7,27.4,15.9,194.4,22.6,0,241.4,35.7,67.5
9/12/2015,7.2,22.8,15.7,139.2,29.5,2.547,182.4,57.2,73.2
9/15/2015,7.7,22.2,16,299.5,10.8,0,255.3,3.4,45.8
9/18/2015,14,24.1,15.9,163.2,16.9,0,245,2.6,51.7
9/21/2015,4.4,18.6,16,58.8,17.1,0,172.8,21.4,45.5
9/24/2015,6.6,20.9,16,57.5,16.5,0,232.9,6.8,52.9
9/27/2015,5.2,17.3,16,62,13.9,0,149.1,38,65.2
9/30/2015,2.9,22.2,13.5,34.4,28.1,34.039,66.2,96.4,78.6
10/3/2015,2,10.6,12.8,47.7,27.1,10.216,78.2,100,80.8
10/6/2015,5.3,16.5,16,349.7,11,0,209.7,16.9,59.2
10/9/2015,8.3,19.1,14.1,224.8,18.3,15.456,167.4,70.5,76.4
10/12/2015,10.5,17.3,16,201.6,17.9,0,199.2,2.1,58.6
10/15/2015,4.2,13.9,16,280.7,14.5,0,194.2,8,51.7
10/18/2015,2.6,5.6,16,315.4,23.7,0.121,142.8,21.6,45.8
10/21/2015,13.9,17.6,15.9,207.1,16.4,0,163.1,12.6,49.2
10/24/2015,4.3,9.4,16,81.1,15.3,0,89.5,51.4,60.7
10/27/2015,5.9,10.3,16,68,12.2,0,79.8,32.7,59.2
10/30/2015,3.6,12.3,16,308.4,23.4,0,161.9,6.9,41.4
11/2/2015,8.2,14.2,16,291.5,11.8,0,53.3,16.9,60.7
11/5/2015,25,17.3,7.3,229.7,9.5,0.099,81.3,91.6,83.3
11/8/2015,4.2,10.7,16,315.8,23.3,0,148.9,7.9,45.3
11/11/2015,7.1,11.9,12.1,2.8,16.5,8.098,58.3,99.6,78.6
11/14/2015,1.9,7.6,16,294.1,30.5,0,133.8,20.2,42.2
11/17/2015,4.5,7.6,16,51.8,18,0,135.7,9.2,51.5
11/20/2015,3.9,12.9,15.8,312,22.8,0.271,129.1,21.1,47.1
11/26/2015,15.2,8.9,15.2,33.7,12.4,0,108.4,21.3,72.3
11/29/2015,3.1,5.3,16,14,17,0,87.1,39.6,56.9
12/2/2015,16,9.7,3.9,15.8,12.3,5.005,23.1,99.6,90
12/5/2015,11.9,6.7,15.9,321.9,5.8,0,111.3,0.9,58.9
12/8/2015,10,6.3,16,7.6,16.8,0,93.7,48.1,59.9
