Date,Daily Mean PM2.5 Concentration,temp,visibility,winddir,windspeed,precip,solarradiation,cloudcover,humidity,Month
2021-03-07,4.7,0.7,16.0,317.6,19.9,0.0,171.0,33.6,42.3,3
2021-03-08,5.7,1.4,16.0,299.9,17.8,0.0,178.2,5.8,36.8,3
2021-03-09,13.8,10.2,16.0,276.4,22.2,0.0,168.8,26.5,32.4,3
2021-03-10,11.8,7.8,15.9,129.3,18.3,0.0,170.5,23.2,58.5,3
2021-03-11,27.6,13.3,11.9,193.4,18.8,0.0,158.1,36.0,61.2,3
2021-03-13,6.2,5.7,16.0,302.2,33.8,0.0,188.3,3.6,27.6,3
2021-03-14,6.2,6.0,16.0,300.5,43.1,0.0,179.3,30.0,31.9,3
2021-03-16,5.2,0.1,16.0,75.8,12.9,0.379,52.9,60.4,40.6,3
2021-03-17,13.8,4.4,15.9,72.9,12.6,0.0,77.1,100.0,71.6,3
2021-03-18,9.5,6.8,9.5,39.2,23.9,15.073,18.0,100.0,86.2,3
2021-03-20,9.5,6.7,16.0,324.0,14.7,0.0,213.3,1.4,33.8,3
2021-03-21,12.2,9.5,16.0,99.2,15.0,0.0,217.3,4.2,39.6,3
2021-03-22,22.0,9.0,15.7,105.3,13.9,0.0,211.8,2.1,54.3,3
2021-03-23,12.0,10.5,14.0,71.0,14.0,0.0,197.3,22.0,67.4,3
2021-03-24,11.9,9.9,11.9,60.5,14.6,28.984,68.6,79.2,82.1,3
2021-03-25,16.6,13.6,7.8,242.5,16.1,0.418,127.2,76.4,86.1,3
2021-03-26,17.1,17.1,12.9,243.0,42.9,2.069,148.0,56.3,66.3,3
2021-03-27,7.1,14.0,16.0,257.6,24.3,0.0,198.9,15.1,51.8,3
2021-03-28,11.8,12.0,10.8,120.4,28.7,16.28,24.8,83.5,82.4,3
2021-03-29,3.9,9.5,16.0,276.1,37.8,0.677,230.0,39.6,39.4,3
2021-03-30,10.0,9.7,16.0,150.2,24.3,0.0,223.4,5.5,48.1,3
2021-03-31,13.5,13.4,13.8,157.9,25.7,8.043,61.6,69.8,79.4,3
2021-04-02,4.1,1.2,16.0,305.0,30.5,0.0,114.7,72.9,41.7,4
2021-04-03,5.4,5.2,16.0,296.1,17.1,0.0,233.1,6.4,30.3,4
2021-04-04,10.9,11.3,16.0,317.4,16.6,0.0,185.9,53.3,35.7,4
2021-04-05,10.1,13.8,16.0,305.7,30.5,0.0,227.4,4.5,29.6,4
2021-04-06,9.6,13.9,16.0,312.1,22.8,0.0,237.5,6.2,25.5,4
2021-04-07,7.7,14.5,16.0,49.8,15.4,0.0,213.7,21.2,39.2,4
